SOPInstanceUID,Target
1.2.826.0.1.3680043.8.498.88978469234834814481225549162103897780,15 
1.2.826.0.1.3680043.8.498.89095150575252740538344555543226188641,21 
1.2.826.0.1.3680043.8.498.89134022678282200151413988374536349375,1 6 
1.2.826.0.1.3680043.8.498.89317032683934050993384638790227083288,3 
1.2.826.0.1.3680043.8.498.89324874356102129777118986617244832639,6 
1.2.826.0.1.3680043.8.498.89376377506268583842387469442159590852,3 
1.2.826.0.1.3680043.8.498.89464178623477682032826898567676520965,2 
1.2.826.0.1.3680043.8.498.89471984874914105305851256436952722376,21 
1.2.826.0.1.3680043.8.498.89475501890724721616554937353866722968,3 
1.2.826.0.1.3680043.8.498.89504942574112136043961180988756303075,3 
1.2.826.0.1.3680043.8.498.89563787817467600400012746227081394561,15 
1.2.826.0.1.3680043.8.498.89570960388945351624625586720783962554,17 
1.2.826.0.1.3680043.8.498.89584908273642054369053947007972156918,1 6 
1.2.826.0.1.3680043.8.498.89815331034515718397160043438450677466,7 
1.2.826.0.1.3680043.8.498.89836102392358230941005086332549732866,9 
1.2.826.0.1.3680043.8.498.89924594919857527118742521595992597403,18 
1.2.826.0.1.3680043.8.498.90139901684676817538598240609515128821,16 
1.2.826.0.1.3680043.8.498.90188614108641468056830101349132081242,0 
1.2.826.0.1.3680043.8.498.90240400296093633201761059427668477066,3 
1.2.826.0.1.3680043.8.498.90318225766754739972913653799976952975,8 16 
1.2.826.0.1.3680043.8.498.90377610639680678556457529549887360319,13 20 
1.2.826.0.1.3680043.8.498.90541179590510901484570603762274139090,0 
1.2.826.0.1.3680043.8.498.90541772220753626270910975333798686634,6 
1.2.826.0.1.3680043.8.498.90571353689699805932530021948737305576,3 
1.2.826.0.1.3680043.8.498.90617059056548212763113895515703343197,16 
1.2.826.0.1.3680043.8.498.90681656747331345812301899216297186942,0 
1.2.826.0.1.3680043.8.498.90704841280134223907230157971625339118,5 8 
1.2.826.0.1.3680043.8.498.90765129415861590382102711090699244072,11 
1.2.826.0.1.3680043.8.498.90771665960647346114930394884814038472,0 
1.2.826.0.1.3680043.8.498.90865692473901867788171201500090752135,7 
1.2.826.0.1.3680043.8.498.90879301558575796376454345372355280842,0 
1.2.826.0.1.3680043.8.498.90889835315018448905562113551911148319,0 
1.2.826.0.1.3680043.8.498.90915840548164913207381345285224879717,2 
1.2.826.0.1.3680043.8.498.90918017466642705863867933961732632980,9 21 
1.2.826.0.1.3680043.8.498.90951474930106773946145462136355757014,13 
1.2.826.0.1.3680043.8.498.90951559034341712394999764837983482959,3 
1.2.826.0.1.3680043.8.498.90992356105326345753410561158367770593,3 
1.2.826.0.1.3680043.8.498.91042273384584167404374838704195087474,3 
1.2.826.0.1.3680043.8.498.91044781315352046754593620324103766262,3 
1.2.826.0.1.3680043.8.498.91070602968146335430613784639891913121,3 
1.2.826.0.1.3680043.8.498.91134631398177739699307297851852708967,14 
1.2.826.0.1.3680043.8.498.91186124289356455993894463009640956138,10 
1.2.826.0.1.3680043.8.498.91207489556505144755300003410478001031,2 
1.2.826.0.1.3680043.8.498.91318950485398180219054924158218997043,10 19 
1.2.826.0.1.3680043.8.498.91324006631760979489400607389405102790,14 
1.2.826.0.1.3680043.8.498.91456287088316719878462660745503149116,3 
1.2.826.0.1.3680043.8.498.91465170490095408886160788207300663366,18 
1.2.826.0.1.3680043.8.498.91518023389945627901335800062327436207,13 20 
1.2.826.0.1.3680043.8.498.91643244253277078585187111472726026511,11 
1.2.826.0.1.3680043.8.498.91674382289874592333560870730544415194,3 
1.2.826.0.1.3680043.8.498.91805802511011409719673077778789731830,17 
1.2.826.0.1.3680043.8.498.91838574247426885629910086230544014035,3 
1.2.826.0.1.3680043.8.498.91905323062859460286910265041486411554,11 
1.2.826.0.1.3680043.8.498.92006557287137600549927011234763440782,18 
1.2.826.0.1.3680043.8.498.92127115820268888239113572137981968546,0 
1.2.826.0.1.3680043.8.498.92246625291646357768244433090457419058,3 
1.2.826.0.1.3680043.8.498.92284711727470407755375436328709495348,6 
1.2.826.0.1.3680043.8.498.92674478707737111731993723512566772987,17 
1.2.826.0.1.3680043.8.498.92698646160634836641385044517066425355,3 
1.2.826.0.1.3680043.8.498.92759177256119189302237726134831073183,3 
1.2.826.0.1.3680043.8.498.92848455216633279458919466873620435189,3 
1.2.826.0.1.3680043.8.498.93042276470231244035285429007599966636,12 
1.2.826.0.1.3680043.8.498.93070245357586434022109778511987636478,16 
1.2.826.0.1.3680043.8.498.93343748854192106202043678954289541019,0 
1.2.826.0.1.3680043.8.498.93414988560157361543313648560973656452,3 
1.2.826.0.1.3680043.8.498.93421025764075201013301380750471298760,9 
1.2.826.0.1.3680043.8.498.93428601196678917409460724205283439244,3 
1.2.826.0.1.3680043.8.498.93514084510795050935067766031191140718,19 
1.2.826.0.1.3680043.8.498.93567405865449750076791424535054876156,3 
1.2.826.0.1.3680043.8.498.93605970352470670545619495981361983096,11 
1.2.826.0.1.3680043.8.498.93824689224618037577387107000086044536,8 
1.2.826.0.1.3680043.8.498.93927535156749364119268315395269310168,13 
1.2.826.0.1.3680043.8.498.94191630626826666666908037532848358568,9 
1.2.826.0.1.3680043.8.498.94213681653865343106015370701526119542,21 
1.2.826.0.1.3680043.8.498.94628786370134083856021264951776222688,3 
1.2.826.0.1.3680043.8.498.94781665980010195027192367450096617216,0 
1.2.826.0.1.3680043.8.498.94812999074515662503687190761044865910,11 
1.2.826.0.1.3680043.8.498.94840329353025964520577512792875502548,3 
1.2.826.0.1.3680043.8.498.94897438067708313768183139424294180974,3 
1.2.826.0.1.3680043.8.498.94956973760334624976481007589745489587,17 
1.2.826.0.1.3680043.8.498.95024973449301076445329863637538348478,3 
1.2.826.0.1.3680043.8.498.95049152717073266955000702278966224843,3 
1.2.826.0.1.3680043.8.498.95185429210875251933656833867606108493,13 20 
1.2.826.0.1.3680043.8.498.95340782641544244813774547079103857937,14 
1.2.826.0.1.3680043.8.498.95431615324693995688853454090125522909,21 
1.2.826.0.1.3680043.8.498.95629124305226382341525698916190596780,3 
1.2.826.0.1.3680043.8.498.95649369759591173352813519758146052630,9 
1.2.826.0.1.3680043.8.498.95705332993626333561440134042665590191,3 
1.2.826.0.1.3680043.8.498.95707977667044248997303345147025956235,8 
1.2.826.0.1.3680043.8.498.95827533305797223063422713928703694118,3 
1.2.826.0.1.3680043.8.498.96118226411137430398376066700344314247,1 
1.2.826.0.1.3680043.8.498.96145185219666838644892705978224304931,3 
1.2.826.0.1.3680043.8.498.96147403620030740812567247517695513573,11 
1.2.826.0.1.3680043.8.498.96153150101305241957334140465022360644,3 
1.2.826.0.1.3680043.8.498.96234511949925002869622218281217225340,1 
1.2.826.0.1.3680043.8.498.96341045777069078539684392201659993490,3 
1.2.826.0.1.3680043.8.498.96552478101784691863995780903921931918,14 
1.2.826.0.1.3680043.8.498.96624890725942495462009248394913292886,0 
1.2.826.0.1.3680043.8.498.96650045919231356809178737969122276098,11 
1.2.826.0.1.3680043.8.498.96657831226881023567686108100663231850,3 
1.2.826.0.1.3680043.8.498.96854131242626816989040611160851671266,14 
1.2.826.0.1.3680043.8.498.96932596016454144902846675868294461867,3 
1.2.826.0.1.3680043.8.498.97071019823185595947330978152440625337,3 
1.2.826.0.1.3680043.8.498.97080985351740478192402701014267928839,7 
1.2.826.0.1.3680043.8.498.97088113898277989257775166735772820210,11 
1.2.826.0.1.3680043.8.498.97110359444992836638492950608246470185,14 
1.2.826.0.1.3680043.8.498.97194307445791970136251557195499932247,3 
1.2.826.0.1.3680043.8.498.97239319520760033778572648132473789800,2 
1.2.826.0.1.3680043.8.498.97308803306058942894121558948007151624,3 
1.2.826.0.1.3680043.8.498.97327564954080575589470937059777820832,18 
1.2.826.0.1.3680043.8.498.97335880311496226119540596962279752129,3 
1.2.826.0.1.3680043.8.498.97413731471864060627365739417678218380,11 
1.2.826.0.1.3680043.8.498.97452786237308290477569555339009940148,3 
1.2.826.0.1.3680043.8.498.97513821764365418060171826106015715485,16 
1.2.826.0.1.3680043.8.498.97522441224362412282679533166736166460,3 
1.2.826.0.1.3680043.8.498.97523800054763336883452748817549462853,21 
1.2.826.0.1.3680043.8.498.97618936631355758154091301408728734073,3 
1.2.826.0.1.3680043.8.498.97629137582870407438802071378050640409,14 
1.2.826.0.1.3680043.8.498.97697004419340345589554254747825356197,3 
1.2.826.0.1.3680043.8.498.97747702406562454554381635031287311654,3 
1.2.826.0.1.3680043.8.498.97760901340836473314098220409992926412,3 
1.2.826.0.1.3680043.8.498.97853997674859863981265606902746835832,3 
1.2.826.0.1.3680043.8.498.98086724393645847380692307442651653047,3 
1.2.826.0.1.3680043.8.498.98108959707366509428279330127892222327,6 
1.2.826.0.1.3680043.8.498.98130349548176292765965453771768322116,3 
1.2.826.0.1.3680043.8.498.98229201581139590153090960568103270985,2 
1.2.826.0.1.3680043.8.498.98273053194874994079063893535565897650,3 
1.2.826.0.1.3680043.8.498.98411681310792192346816267017779792779,21 
1.2.826.0.1.3680043.8.498.98588594801836431775326936476850811927,3 
1.2.826.0.1.3680043.8.498.98598582831386029828017260270487022635,14 
1.2.826.0.1.3680043.8.498.98602232491735054321637531490724560017,0 3 
1.2.826.0.1.3680043.8.498.98728424991502738683495611458161933905,3 
1.2.826.0.1.3680043.8.498.98769451806905841763302171477359502245,12 
1.2.826.0.1.3680043.8.498.98846990999049046793653747961099599675,3 
1.2.826.0.1.3680043.8.498.98937080810498864792890762179962041125,1 
1.2.826.0.1.3680043.8.498.98985842293812709819331128297093702987,14 
1.2.826.0.1.3680043.8.498.98986063472450881443164599491130861593,11 
1.2.826.0.1.3680043.8.498.98990247462816558521121646141594182640,15 
1.2.826.0.1.3680043.8.498.99020542357003270909235547193033989646,3 
1.2.826.0.1.3680043.8.498.99189527285383550409905014316363564631,13 20 
1.2.826.0.1.3680043.8.498.99203702319483886875547901250157730586,2 
1.2.826.0.1.3680043.8.498.99227641053114131427351369098512621609,11 
1.2.826.0.1.3680043.8.498.99608659712448440631921165785577511760,10 
1.2.826.0.1.3680043.8.498.99610678608302506223499892399895545617,11 
1.2.826.0.1.3680043.8.498.99621470338178711699307316192599674531,3 
1.2.826.0.1.3680043.8.498.99711016467406172920578985719244800351,14 
1.2.826.0.1.3680043.8.498.99727280485333900933067489723088200708,11 
1.2.826.0.1.3680043.8.498.99935008698914755885142961280499046059,3 
1.2.826.0.1.3680043.8.498.99969671777553755311455387279891445345,2 
1.2.826.0.1.3680043.8.498.99979421603039894766639159445609592178,2 
